#clade_name	NCBI_tax_id	additional_species	DM055	LG050	DM093	LG049	LG006	LG043	DM004	DM057	DM025	LG023	LG030	DM001	DM063	DM074	LG052	LG045	DM065	DM008	LG025	DM046	LG038	DM019	LG046	DM007	DM087	DM051	LG026	LG034	DM002	LG001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF34_35BH|t__SGB5051					0.07721																		0.03873						0.06972			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4805|t__SGB4805					0.06992	0.00023	0.07922		0.00259	0.00219	0.00605		0.00237	0.00626	0.00443			0.0032		0.00806	0.00219		0.02137							0.00526	0.00398	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF24_7LB|t__SGB4571					0.06832			0.00347	0.02049	0.00942	0.01267		0.00522	0.00439		0.0193	0.00938	0.00349		0.02088	0.00176	0.00177	0.02084	0.00662		0.01954		0.01593	0.00174	0.01521	0.06688	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4706					0.06779	0.05568	0.00957	0.02736	0.07875	0.09189	0.01875	0.01364	0.09551	0.0445	0.01315	0.01895		0.00146	0.03491	0.01668	0.00779	0.01284	0.1489	0.00719		0.01834			0.01876	0.05359	0.01438	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14862					0.06706													0.0752		0.03315			0.03928				0.01982					
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_SGB9385|t__SGB9385					0.06539																		0.06609									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4953					0.06388	0.09781			0.04945		0.0497		0.00251										0.0177						0.00101	0.03623		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4718					0.05846																		0.03283						0.00019			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9501|s__GGB9501_SGB14898|t__SGB14898					0.0545								0.01033										0.01644									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15265|t__SGB15265_group					0.05242		0.61936		0.01376	0.10009	0.02504	0.32762	0.14021	0.08963	0.42049	0.1344				0.04084	0.03634	0.06098	0.03123		0.54152	0.01922				0.16805		
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB12106					0.05218																											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3992					0.0515																		0.01567						0.0054			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15403					0.04862													0.00112				0.00244	0.038							0.04571		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_unclassified_SGB6571|t__SGB6571					0.04748																		0.02384						0.03513	0.19166		
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium|t__SGB49188					0.04675				0.00599		0.00356			0.02345	0.0173			0.01098				0.02684	0.03433						0.0031	0.01443		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15411					0.0462													0.04296			0.01073		0.02401						0.00253			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14952					0.04495																		0.0521							0.00163		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB71281|t__SGB71281					0.04465								0.00052	0.00154				0.01694					0.0177									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9176|s__GGB9176_SGB14114|t__SGB14114					0.04371													0.02336			0.03305		0.24984						0.03732	0.13554		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15390					0.03969													0.26775				9e-05	0.03649							0.03583		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_glycyrrhizinilyticus|t__SGB4606					0.03805			0.00054									0.00674			0.0079			0.00728	0.00125			6e-05				0.00078	0.16783
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB2980|s__GGB2980_SGB3962|t__SGB3962					0.03633																		0.01373		0.00477		0.00568		0.00109			
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii|t__SGB1941					0.03461													0.28275		0.12804			0.09983				0.01456	0.07074		0.14473		0.05201
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Neglecta|s__Neglecta_timonensis|t__SGB14851					0.03406	0.00587		0.00062	0.00535						0.03238			0.00814		0.03348		0.00196	0.00619						0.0008	0.00779		
k__Bacteria|p__Firmicutes|c__CFGB10719|o__OFGB10719|f__FGB10719|g__GGB32463|s__GGB32463_SGB47515|t__SGB47515					0.0336																						0.08464					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14259					0.03356																		0.0512									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14854					0.03274											0.00176							0.00754	0.00015	0.01284		0.03368		0.00237			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_sp_NSJ_51|t__SGB15131					0.02949													0.0105			0.00098		0.03365						0.00574	0.02656		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1551|s__GGB1551_SGB2136|t__SGB2136					0.02934																		0.05223									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium_N12|t__SGB1802					0.02882																		0.05043									
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_sp_KLE1605|t__SGB9224					0.02749																		1.67477									
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium|t__SGB4063					0.02713																0.01193		0.01943						0.01107			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14004					0.02463	0.00444																	0.13206									
k__Bacteria|p__Firmicutes|c__CFGB3035|o__OFGB3035|f__FGB3035|g__GGB9524|s__GGB9524_SGB14923|t__SGB14923					0.02417																		0.20964									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Negativibacillus|s__Negativibacillus_massiliensis|t__SGB14912					0.02367																		0.01869									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9787|s__GGB9787_SGB15410|t__SGB15410					0.02365	0.00349	0.01251		0.00501		0.00528							0.00826			0.01906		0.00609						0.00173	0.00365		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Phocea|s__Phocea_massiliensis|t__SGB14837					0.02332	0.01762		0.01399		0.00181	0.00295		0.00455	0.0036	0.00674	0.02244	0.00669		0.00498	0.00248		0.00238	0.02905	0.01128	0.01045		0.06204	0.00975	0.01234	0.00676		0.00405
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB4133					0.0219													0.00985				0.1553	0.01014						0.05431	0.02106		
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_saccharogumia|t__SGB6749					0.02129																		0.02267									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9614|s__GGB9614_SGB15049|t__SGB15049					0.02128	0.04778	0.00733	0.19603	0.01406	0.21841	0.00584	0.05393	0.05083	0.01315			0.10114		0.03107	0.01624	0.00245	0.02737	0.02867	0.00858	0.11339	0.00964		0.02984	0.04206	0.02542		0.04145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15382					0.02039				0.00152									0.03524				0.00157	0.00506								0.00113	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_AM07_15|t__SGB14974					0.0202	0.06588		0.00476		0.01245	0.01491	0.03134	0.00978	0.00571	0.11145			0.00266		0.06606	0.02835	0.01625	0.00938						0.09442	0.00249	0.0355	0.00825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9699|s__GGB9699_SGB15216|t__SGB15216					0.02013	0.03812	0.00998	0.00598	0.00302	0.00135	0.01699	0.0112	0.14175	0.06688		0.01973		0.02464		0.01405	0.00293	0.00881	0.01166				0.36601	0.01031	0.09666	0.00575		0.02463
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3571|s__GGB3571_SGB4778|t__SGB4778					0.01908	0.05684	0.01328	0.00889	0.0066	0.01215	0.00873	0.00302	0.02054	0.00617	0.00685	0.01436		0.00549		0.0143	0.01559	0.00401	0.01121	0.00408		0.00792		0.00373	0.03026	0.0069	0.01515	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora|t__SGB14838					0.01745	0.00104					0.00012			0.00054									0.01381							0.00333		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans|t__SGB5193					0.01741																						0.17244					0.0027
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__SGB17237					0.01713			0.05657															0.02667				0.55286					
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium|t__SGB8601					0.01685				0.23831														0.0425						0.509			
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9818|s__GGB9818_SGB15459|t__SGB15459					0.01648				0.02989						0.0095			0.0472					0.02678									0.03178
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3433|s__GGB3433_SGB4573|t__SGB4573_group					0.01619											0.00195							0.01194				0.00144	0.00932				0.06577
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089|t__SGB5089					0.01522	0.1179	0.28768			0.00049	0.03937		0.20836	0.19812	0.08095		0.03254	0.00216	1.86827	0.38938		0.00135	0.01037	0.66236	1.03651				0.02742		0.00987	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB45432|s__GGB45432_SGB63101|t__SGB63101					0.01508									0.00195	0.00231			0.00278									0.05622		0.00024	0.00802		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB5183					0.01486															0.01257			0.00664							0.0012		
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__GGB38171|s__GGB38171_SGB72433|t__SGB72433_group					0.01443	0.0249	0.03222		0.03002	0.01937	0.02786	0.00619		0.07247	0.01855	0.02925		0.19216		0.05477	0.02177		0.0033	0.00388		0.02279		0.00407			0.02382	0.01062
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14937					0.01369	0.00181		0.00192	0.0965		0.00092			0.00546				0.03805			0.00011	0.00206	0.01002		0.08816				0.11762	0.01692		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3537|s__GGB3537_SGB4727|t__SGB4727					0.01345																		0.00382							0.00185		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_rubiinfantis|t__SGB25416					0.01333	0.00668		0.00258	0.00079		0.00419		0.00317	0.00483	0.00369			0.018			0.00021	0.00462	0.00819						0.00704	0.0037		0.00459
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_NSJ_42|t__SGB6174_group					0.01303			0.02246					0.16431	0.05178				0.01331						0.01425	0.04528					0.01967		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9350|s__GGB9350_SGB14317|t__SGB14317					0.01272																	0.16333	0.01036						0.00033			
k__Bacteria|p__Bacteroidetes|c__CFGB602|o__OFGB602|f__FGB602|g__GGB1420|s__GGB1420_SGB1957|t__SGB1957					0.01126																		0.02148						0.01567			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF27_2AA|t__SGB4712					0.00989	0.0077	0.00096		0.01107	0.00146	0.0049	0.01273	0.02677	0.01144	0.00402						0.00437	0.01671	0.0279		0.18904				0.00653	0.01256		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB53517					0.00951						0.02261			0.00566				0.01284					0.00846							0.00129	0.00161	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pararuminococcus|s__Candidatus_Pararuminococcus_gallinarum|t__SGB63327					0.00895	0.00757		0.00062					0.00204	0.00019								6e-05	0.01293						0.00565	0.0094	0.00048	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4771					0.00876				0.00854	0.0019			0.06398										0.00679						0.02783	0.00404		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_chh4_2|t__SGB4743					0.00868																		0.00725									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB4894|t__SGB4894					0.00856	0.00947	0.06583		0.09677	0.00584	0.00499		0.03726	0.00089	0.04179			0.04591			0.34956	0.08223	0.04415						0.17816	0.03889		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB66170|t__SGB66170					0.00823													0.03233					0.00404									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_gabonensis|t__SGB79840					0.00808	0.04835	0.00067	0.00061			0.00488		0.00448	0.00311	0.00346	5e-05		0.01819		0.00014	0.00614	0.00892	0.00883		0.01139				0.01978	0.00201		0.00113
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985					0.00718			0.00256						8e-05					0.02204	0.01533		0.00172		0.02153						0.00269		0.00104
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9537|s__GGB9537_SGB14940|t__SGB14940					0.00708									0.02977				0.01044					0.00797									
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriales_unclassified|g__Flavobacteriales_unclassified|s__Flavobacteriales_bacterium|t__SGB2275					0.00663			0.00093															0.01616							0.02434		
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified|s__Eggerthellaceae_unclassified_SGB14341|t__SGB14341					0.00655			0.00177	0.11338										0.00721						0.02741							
k__Bacteria|p__Actinobacteria|c__CFGB9370|o__OFGB9370|f__FGB9370|g__GGB51959|s__GGB51959_SGB72479|t__SGB72479					0.00637									0.00248		0.00401	0.00066	0.0038					0.00345	0.00475			0.01577					
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__SGB9262					0.00612		0.00046	0.08025	0.03317	0.00204	0.00263				0.00745	0.00743	0.01164	0.00638		0.00767			0.02235	0.00312		0.00859	0.0356	0.08443	0.13066	0.0041		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis|t__SGB4987					0.00572										0.00451								0.00193		0.00708							0.08938
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14250					0.0057	0.02339	0.00736				0.0096		0.00884					0.07868			0.08185	0.00819							0.24438			
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM58|t__SGB17169					0.00547			0.00634																				0.00675				0.00145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14845					0.00538																		0.00237				0.14381					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Parachristensenella|s__Candidatus_Parachristensenella_avicola|t__SGB58519					0.00473								0.00683					0.00032				0.00351	0.00179									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Neobittarella|s__Neobittarella_massiliensis|t__SGB7264					0.00435					0.00145		0.00132								0.00045			0.00076	0.00052	0.00434		0.00104				0.00175	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_NSJ_29|t__SGB25431					0.00422											9e-05		0.00305					0.00177		0.00051		0.0329		0.00021	0.00146		
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified|s__Eggerthellaceae_bacterium|t__SGB14328					0.00394																											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_AF21_14LB|t__SGB25437					0.00348																		0.00137									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_massiliensis|t__SGB14965					0.00339						0.00089				8e-05			0.00891					0.00916							0.1748		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB15402|t__SGB15402					0.00326				0.00219					0.0003				0.02712												0.00245		
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_evryensis|t__SGB15506					0.0031													0.02631					0.00396									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_AF19_10LB|t__SGB4810					0.00285								0.05193					0.00044		0.003					0.08769	0.0137	0.0417		0.07748			
k__Bacteria|p__Firmicutes|c__CFGB42691|o__OFGB42691|f__FGB42691|g__GGB51441|s__GGB51441_SGB71759|t__SGB71759					0.00284	0.00077	0.00305	0.0055	0.00859	0.0024		0.00597	0.02681	0.00177		0.00475	0.00409	0.00358			0.00072	0.00497	0.00239		0.03094	0.00418		0.00058	0.03569	0.00593	0.00194	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Allochristensenella|s__Candidatus_Allochristensenella_caecavium|t__SGB63369					0.00274		0.0024	0.00066															0.00542				0.01249					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_methylpentosum|t__SGB14962					0.00269																		0.00154						0.00113			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14311					0.00263	0.03562	0.00507		0.04355		0.05108							1.53486			0.1088	0.07267	0.03701						0.05411	0.23522		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Bittarella|s__Bittarella_massiliensis|t__SGB7263					0.0026	0.00295				0.00193			0.00057	0.00306			0.00184	0.00105		0.0018	0.0024		0.00014		0.001		0.05099		0.00114	0.00081	0.00112	0.00847
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimonas|s__Candidatus_Avimonas_narfia|t__SGB14941					0.00258																		0.00302							0.00353		
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis|t__SGB7298					0.00257											0.0002																
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis|t__SGB1846					0.00251			0.01321	0.00987				0.041	0.00418				0.59174		0.10149	0.0012		0.00551						0.00466	0.13009		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF36_4|t__SGB4644					0.00233		0.20175	0.04417			0.28008		0.16954	0.17622				0.00858			0.09175	0.41866	0.00807						2.96963	0.0013		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Neoruminococcus|s__Candidatus_Neoruminococcus_faecicola|t__SGB63342					0.0022																	0.00325	0.00369									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9694|s__GGB9694_SGB15204|t__SGB15204					0.00207													0.00126					0.00431							0.0108		
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii|t__SGB15904					0.00205							0.00183						0.00654														
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9646|s__GGB9646_SGB15123|t__SGB15123					0.00192	0.0042		0.00129					0.00408	0.02388	0.00152			0.00421			6e-05	0.01242	0.00645						0.00694	0.01679		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_Marseille_P2846|t__SGB29342					0.00191																											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF15_50|t__SGB5042					0.00185				0.00466									0.01899					0.00194					0.02514	0.02588	0.00133		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9694|s__GGB9694_SGB15201|t__SGB15201					0.00178													0.01635					0.01094							0.00743		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_BX7|t__SGB72833					0.00178	0.00182					0.00127											0.00067	0.00366						0.00422	0.00156		0.00243
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola|s__Isoptericola_variabilis|t__SGB17153_group					0.00159						0.00121		0.00038			0.00563		0.00455						0.00945			0.00053					
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB12107					0.00142	0.00322																										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14022					0.00133																		0.00326									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Alloscillospira|s__Candidatus_Alloscillospira_gallinarum|t__SGB59576					0.00128																		0.00142									
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_bouchesdurhonensis|t__SGB17152					0.00124													0.0143									0.00861					
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3961					0.00111																						0.05132					
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae|g__GGB58233|s__GGB58233_SGB79883|t__SGB79883					0.00098															0.00046			0.00042		0.00177		0.0076		0.00107	0.00015		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3580					0.0007								0.0173																			
