#clade_name	NCBI_tax_id	additional_species	DM055	LG050	DM093	LG049	LG006	LG043	DM004	DM057	DM025	LG023	LG030	DM001	DM063	DM074	LG052	LG045	DM065	DM008	LG025	DM046	LG038	DM019	LG046	DM007	DM087	DM051	LG026	LG034	DM002	LG001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_unclassified_SGB15145|t__SGB15145					0.00069	0.21676	0.04687	0.02544	0.03859	0.02239	0.02346	0.01093	0.08881	0.09084	0.02084	0.03885	0.02608	0.00213	0.07021	0.05545	0.08715	0.03277	0.03333			0.0484		0.00934	0.11311	0.00429	0.00067	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae|t__SGB4529					0.00065															0.01281												0.0332
k__Bacteria|p__Bacteroidetes|c__CFGB618|o__OFGB618|f__FGB618|g__GGB1456|s__GGB1456_SGB2019|t__SGB2019					0.00063													0.04193							0.00229		0.00877		0.01436			
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella_timonensis|t__SGB29340					0.00062																		0.00034									
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__GGB6606|s__GGB6606_SGB9340|t__SGB9340					0.0006																		0.16886									
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__SGB17130					0.00055											0.00205											0.00689	0.00045				
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131|t__SGB4775					0.00055																											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_NSJ_62|t__SGB79833					0.00051	0.00063	0.00158				0.0005			0.01136								0.00371	0.00186						0.01	0.00523		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3991					0.00044																											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB82511					0.0004																											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis|t__SGB49059					0.00036																											
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis|t__SGB8163					0.00035						0.0013		0.00168			0.00253					0.00315				0.00062							
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Dellaglioa|s__Dellaglioa_algida|t__SGB7252					0.00033					0.00102																						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3614|s__GGB3614_SGB4886|t__SGB4886					0.00031	0.45499	2.38611		1.01391	0.05031	0.0274	0.00519	0.16113	0.00041	2.92001			0.09363		0.00961	0.33174	0.11968	0.74404			0.0262				0.01043	0.5908	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_Marseille_P3244|t__SGB29302					0.00026									0.00073				0.00021						0.00042			0.0074		0.00028	3e-05		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14048					0.00021																0.00664		0.00372									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9620|s__GGB9620_SGB15068|t__SGB15068					0.00015								0.00108										0.00042									
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_hylemonae|t__SGB4632					9e-05																											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Heteroruminococcus|s__Candidatus_Heteroruminococcus_faecigallinarum|t__SGB63341					8e-05																		0.00437								0.00036	
k__Bacteria|p__Kiritimatiellaeota						2.88088																										
k__Bacteria|p__Spirochaetes						0.36666				2.23046		0.69258			5.98593				0.13003			0.41587				0.10247						0.64141
k__Archaea|p__Candidatus_Thermoplasmatota						0.12347					0.7013							0.54178			0.24928									0.00177		
k__Bacteria|p__Tenericutes						0.05505	0.07326																									
k__Eukaryota|p__Eukaryota_unclassified						0.04323	0.01437				0.10975		0.14561								0.05603											0.00428
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae						2.88088																										
k__Bacteria|p__Spirochaetes|c__Spirochaetia						0.36666				2.23046		0.69258			5.98593				0.13003			0.41587				0.10247						0.64141
k__Bacteria|p__Proteobacteria|c__CFGB1062						0.24483	0.80823				2.73036	0.04038		0.26146		8.20137				3.86006	0.66458			6.85132							16.28033	
k__Bacteria|p__Firmicutes|c__CFGB1298						0.19305	0.02119		0.05639		0.12215											0.06761										
k__Bacteria|p__Firmicutes|c__CFGB1340						0.14455		0.38787					0.05465			0.51987			0.46534						1.79712	0.58804		0.19557	0.61209			
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata						0.12347					0.7013							0.54178			0.24928									0.00177		
k__Bacteria|p__Verrucomicrobia|c__Opitutae						0.11724					0.14854				0.13343			0.42203														
k__Bacteria|p__Bacteroidetes|c__CFGB544						0.08174					0.05154			0.73226				0.01255			0.52247											0.53289
k__Bacteria|p__Tenericutes|c__Mollicutes						0.05505	0.07326																									
k__Bacteria|p__Firmicutes|c__CFGB2950						0.04632			0.01016									0.12218			0.03504								0.00911			
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified						0.04323	0.01437				0.10975		0.14561								0.05603											0.00428
k__Bacteria|p__Actinobacteria|c__CFGB4469						0.04046	0.08867				0.08779		0.01127																			
k__Bacteria|p__Firmicutes|c__CFGB1218						0.02606			0.01625		0.02525	0.01343				0.02219		0.00037			0.01458							0.00503			0.0273	
k__Bacteria|p__Firmicutes|c__CFGB11737						0.02527	0.01393	0.00399	0.00463		0.00396			0.03264				0.01353			0.03932	0.01558							0.02522			
k__Bacteria|p__Firmicutes|c__CFGB3048						0.01421		0.00063			0.03016		0.00351	0.00339				0.0014			0.00858	0.00715							0.00472	0.00258		
k__Bacteria|p__Firmicutes|c__CFGB16911						0.00254	0.00812				0.00202			0.0073				0.00592			0.00506										0.00131	
k__Bacteria|p__Firmicutes|c__CFGB12277						0.00196	0.0031		0.00232	0.00227	0.00293	0.00059						0.00188			0.00535										0.00283	
k__Bacteria|p__Firmicutes|c__CFGB1470						8e-05	0.00145			0.00222	0.00161			0.00222						0.00246	0.00012							0.00046			0.0011	0.00816
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellae_unclassified						2.88088																										
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales						0.58536	0.08297		0.16006		0.35914		0.00246	0.01051	0.00877			0.00706			2.25295										0.02744	
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales						0.36666				2.23046		0.69258			5.98593				0.13003			0.41587				0.10247						0.64141
k__Bacteria|p__Proteobacteria|c__CFGB1062|o__OFGB1062						0.24483	0.80823				2.73036	0.04038		0.26146		8.20137				3.86006	0.66458			6.85132							16.28033	
k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298						0.19305	0.02119		0.05639		0.12215											0.06761										
k__Bacteria|p__Firmicutes|c__CFGB1340|o__OFGB1340						0.14455		0.38787					0.05465			0.51987			0.46534						1.79712	0.58804		0.19557	0.61209			
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales						0.12347					0.7013							0.54178			0.24928									0.00177		
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales						0.11724					0.14854				0.13343			0.42203														
k__Bacteria|p__Bacteroidetes|c__CFGB544|o__OFGB544						0.08174					0.05154			0.73226				0.01255			0.52247											0.53289
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales						0.05505	0.07326																									
k__Bacteria|p__Firmicutes|c__CFGB2950|o__OFGB2950						0.04632			0.01016									0.12218			0.03504								0.00911			
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified						0.04323	0.01437				0.10975		0.14561								0.05603											0.00428
k__Bacteria|p__Actinobacteria|c__CFGB4469|o__OFGB4469						0.04046	0.08867				0.08779		0.01127																			
k__Bacteria|p__Firmicutes|c__CFGB1218|o__OFGB1218						0.02606			0.01625		0.02525	0.01343				0.02219		0.00037			0.01458							0.00503			0.0273	
k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737						0.02527	0.01393	0.00399	0.00463		0.00396			0.03264				0.01353			0.03932	0.01558							0.02522			
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048						0.01421		0.00063			0.03016		0.00351	0.00339				0.0014			0.00858	0.00715							0.00472	0.00258		
k__Bacteria|p__Firmicutes|c__CFGB16911|o__OFGB16911						0.00254	0.00812				0.00202			0.0073				0.00592			0.00506										0.00131	
k__Bacteria|p__Firmicutes|c__CFGB12277|o__OFGB12277						0.00196	0.0031		0.00232	0.00227	0.00293	0.00059						0.00188			0.00535										0.00283	
k__Bacteria|p__Firmicutes|c__CFGB1470|o__OFGB1470						8e-05	0.00145			0.00222	0.00161			0.00222						0.00246	0.00012							0.00046			0.0011	0.00816
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellae_unclassified|f__Kiritimatiellae_unclassified						2.88088																										
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallales_unclassified						0.58536	0.08034				0.35704										2.25295											
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae						0.36666				2.23046		0.69258			5.98593				0.13003			0.41587				0.10247						0.64141
k__Bacteria|p__Proteobacteria|c__CFGB1062|o__OFGB1062|f__FGB1062						0.24483	0.80823				2.73036	0.04038		0.26146		8.20137				3.86006	0.66458			6.85132							16.28033	
k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298						0.19305	0.02119		0.05639		0.12215											0.06761										
k__Bacteria|p__Firmicutes|c__CFGB1340|o__OFGB1340|f__FGB1340						0.14455		0.38787					0.05465			0.51987			0.46534						1.79712	0.58804		0.19557	0.61209			
k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccales_unclassified						0.12347					0.7013										0.24928											
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutales_unclassified						0.11724					0.14854				0.13343			0.42203														
k__Bacteria|p__Bacteroidetes|c__CFGB544|o__OFGB544|f__FGB544						0.08174					0.05154			0.73226				0.01255			0.52247											0.53289
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified						0.05505	0.07326																									
k__Bacteria|p__Firmicutes|c__CFGB2950|o__OFGB2950|f__FGB2950						0.04632			0.01016									0.12218			0.03504								0.00911			
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified|f__Eukaryota_unclassified						0.04323					0.10975		0.14561								0.05603											
k__Bacteria|p__Actinobacteria|c__CFGB4469|o__OFGB4469|f__FGB4469						0.04046	0.08867				0.08779		0.01127																			
k__Bacteria|p__Firmicutes|c__CFGB1218|o__OFGB1218|f__FGB1218						0.02606			0.01625		0.02525	0.01343				0.02219		0.00037			0.01458							0.00503			0.0273	
k__Bacteria|p__Firmicutes|c__CFGB11737|o__OFGB11737|f__FGB11737						0.02527	0.01393	0.00399	0.00463		0.00396			0.03264				0.01353			0.03932	0.01558							0.02522			
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriales_unclassified						0.01699	0.03227				0.03942	0.01269								0.04211	0.00616					0.03195					0.02437	
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048						0.01421		0.00063			0.03016		0.00351	0.00339				0.0014			0.00858	0.00715							0.00472	0.00258		
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae						0.01063	0.06133			0.05394	0.01385	0.02787		0.39291	0.07999	0.06921	0.05386	0.001		0.16848	0.1292	0.05352		0.05215		0.13098					0.27035	
k__Bacteria|p__Firmicutes|c__CFGB16911|o__OFGB16911|f__FGB16911						0.00254	0.00812				0.00202			0.0073				0.00592			0.00506										0.00131	
k__Bacteria|p__Firmicutes|c__CFGB12277|o__OFGB12277|f__FGB12277						0.00196	0.0031		0.00232	0.00227	0.00293	0.00059						0.00188			0.00535										0.00283	
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae						0.00091	0.00067		0.00017		0.01169		0.00117			0.01268	0.00361			0.01379				0.0012		0.01076	0.00012	0.01269	0.00286			0.00078
k__Bacteria|p__Firmicutes|c__CFGB1470|o__OFGB1470|f__FGB1470						8e-05	0.00145			0.00222	0.00161			0.00222						0.00246	0.00012							0.00046			0.0011	0.00816
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1250						7.93775	7.69761			0.24767	4.21556	1.36352	9.43144	2.60735	4.46442	1.06104				1.95892	0.97062	3.10173		2.42086		1.55522						13.33167
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio						3.27612					7.72679				0.00186																	
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellae_unclassified|f__Kiritimatiellae_unclassified|g__Kiritimatiellae_unclassified						2.88088																										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9059						2.58348																										
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae_unclassified						2.0747	1.93962			1.81154	2.4666	4.22481		4.29223		3.3686	7.05664	0.08171	0.32294	1.80456	1.25671	5.14421		3.0477		5.90674			2.13551	4.73661	5.644	8.09213
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__GGB6582						1.66497					4.19658				0.99439																	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB4979						1.1281	0.1488				2.425	4.23294		0.84283		2.39206				1.60064						2.39755						
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiales_unclassified|g__Elusimicrobiales_unclassified						0.95399					4.2021							0.0757			3.6186											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3751						0.8784					0.00436																					
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia						0.73505					0.5285				1.86294			0.00088	6.5216		1.46854					0.64083						
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1270						0.69757															0.99542											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3859						0.68591					0.22571									0.52193	0.00698			0.46732		0.21569						
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1239						0.67283	0.02407				0.92803			0.71599		2.16579		0.01866		0.24747	0.46017					0.03728					0.46249	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Rikenellaceae_unclassified						0.62477	3.34101	0.29145			1.05763		0.96103	1.12283	2.05592			5.37905			8.68798								1.01691		0.10508	0.21911
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9727						0.61156															0.03825											
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallales_unclassified|g__Victivallales_unclassified						0.58536	0.08034				0.35704										2.25295											
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1247						0.51528				2.813	0.60434	0.63623		0.67867						1.03663	0.0808			4.94334		2.84903					0.33909	3.39026
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9677						0.49551	0.01353		0.1029		0.45956			0.0169				1.11799			0.14361	0.12066								0.00699		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9676						0.41524								0.00586																		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9284						0.41431			1.38605																							
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1632						0.3991	3.07615				0.92672					0.29527		0.04033			2.7066											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9631						0.38112	0.19077		0.12599		0.12202	0.08057	0.00469	0.06149				0.30832		2.66192	0.50322	0.26953				0.25474		0.00159		0.19813	0.54589	0.0623
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9710						0.36921			0.00825									1.23998														
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira						0.36666				2.23046		0.69258			5.98593				0.13003			0.41587				0.10247						0.64141
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1266						0.36499	0.88843	3.87993	1.48512		0.23344	0.49917		0.29236				0.42571		0.68815						0.36485			3.15249		0.14315	0.74814
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__GGB13001						0.3577																										
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified						0.33282	0.45009			0.22694	0.08809			2.43724						0.50703	1.2297					0.09155						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9595						0.32993												0.01879				0.01163										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9691						0.3254	0.00395		0.07076				0.0228					0.06072			0.23109											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4542						0.3131																										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9597						0.25326					0.22408		0.06181					0.01843			0.00315	0.055										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB3303						0.24835												1.00812				0.36333										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9618						0.24532	0.17466	0.01299	0.00854		0.05499		0.03269			0.10134		0.04043			0.14399	0.01183										
k__Bacteria|p__Proteobacteria|c__CFGB1062|o__OFGB1062|f__FGB1062|g__GGB2734						0.24483	0.80823				2.73036	0.04038		0.26146		8.20137				3.86006	0.66458			6.85132							16.28033	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1630						0.23083				12.76237	0.14356				0.59404			0.02799		2.58247	0.18482					0.93677						
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9705						0.22617	0.09656	0.02479	0.11445		0.02804	0.00434	0.05816	0.13535	0.00669	0.04769		0.06877		0.08986	0.49384	0.07702		0.01822		0.01155	0.80672		0.22777	0.00979		
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1246						0.19988	0.15396				0.06258			1.13049						0.96569	0.11651					1.04473					2.25748	
k__Bacteria|p__Firmicutes|c__CFGB1298|o__OFGB1298|f__FGB1298|g__GGB3118						0.19305	0.02119		0.05639		0.12215											0.06761										
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9707						0.18563	0.03492	0.01929	0.02607		0.00534	0.04718	0.03952	0.01587	0.1765	0.03472		0.0219		0.01043	0.1211	0.02829		0.00365	0.4864				0.14845	0.0129		
